소재지면적,대피가능인원수,소재지전체주소,좌표정보(X),좌표정보(Y),id
752,912,전라남도 여수시 학동 54번지,260145.2337,140950.9432,13
111,135,전라남도 여수시 여서동 241번지,264588.5438,139565.6885,13
344,417,전라남도 여수시 문수동 310번지 1호,264247.4184,140082.3031,13
205.79,249,전라남도 여수시 문수동 183번지 6호,264039.7062,139534.3728,13
560,679,전라남도 여수시 미평동 741번지,264380.1887,141805.201,13
206,250,전라남도 여수시 미평동 746번지,264270.2057,141919.183,13
1763,2137,전라남도 여수시 소호동 153번지,259771.6589,138906.4852,13
277,336,전라남도 여수시 신기동 137번지,261215.5296,140144.4731,13
272,330,전라남도 여수시 둔덕동 648번지,263026.154,141069.6947,13
111,135,전라남도 여수시 여서동 241번지,264588.5438,139565.6885,13
272,330,전라남도 여수시 둔덕동 648번지,263026.154,141069.6947,13
111,135,전라남도 여수시 여서동 241번지,264588.5438,139565.6885,13
4870,5903,전라남도 여수시 봉계동 37번지,263493.9289,143172.6121,13
207,251,전라남도 여수시 봉계동 16번지,263063.4812,143139.4341,13
272,330,전라남도 여수시 둔덕동 648번지,263026.154,141069.6947,13
503,610,전라남도 여수시 봉계동 16번지,263063.4812,143139.4341,13
1500,1818,전라남도 여수시 미평동 762번지,264108.0359,141784.6085,13
432,524,전라남도 여수시 돌산읍 1049번지,268524.7358,135814.8441,13
1788,2167,전라남도 여수시 웅천동 1851번지,262607.5986,138232.2229,13
679,823,전라남도 여수시 웅천동 1851번지,262607.5986,138232.2229,13
394,478,전라남도 여수시 둔덕동 583번지,263448.8193,141207.2013,13
182,221,전라남도 여수시 신기동 137번지,261215.5296,140144.4731,13
259,314,전라남도 여수시 고소동 51번지,267950.6967,138073.4568,13
7076,8577,전라남도 여수시 봉계동 37번지,263493.9289,143172.6121,13
726,880,전라남도 여수시 여서동 484번지,264438.1954,139204.0757,13
245,297,전라남도 여수시 여서동 43번지 12호,265083.5566,139622.9842,13
330.37,400,전라남도 여수시 공화동 734번지 1호,268030.4994,138922.4335,13
951,1153,전라남도 여수시 국동 857번지,265245.4406,137575.1543,13
581,704,전라남도 여수시 국동 1107번지,265130.432,137194.6396,13
297,360,전라남도 여수시 국동 1103번지,265017.9206,137030.3222,13
1812,2196,전라남도 여수시 봉강동 471번지,265873.0801,138389.0777,13
394,478,전라남도 여수시 둔덕동 583번지,263448.8193,141207.2013,13
372,451,전라남도 여수시 문수동 450번지 1호,263314.5451,139816.9127,13
88,107,전라남도 여수시 관문동 408번지,267508.8554,138373.7884,13
422,512,전라남도 여수시 신월동 1번지 4호,265148.0955,136876.7801,13
502.48,609,전라남도 여수시 선원동 53번지,260686.9948,141329.3318,13
449.59,545,전라남도 여수시 선원동 53번지,260686.9948,141329.3318,13
717,869,전라남도 여수시 신기동 75번지,261866.8203,140328.5118,13
574,696,전라남도 여수시 봉계동 16번지,263063.4812,143139.4341,13
419,508,전라남도 여수시 봉계동 16번지,263063.4812,143139.4341,13
314,381,전라남도 여수시 봉계동 16번지,263063.4812,143139.4341,13
66,80,전라남도 여수시 덕충동 1754번지,267463.055,139809.5269,13
350,424,전라남도 여수시 봉계동 16번지,263063.4812,143139.4341,13
383,464,전라남도 여수시 주삼동 2번지,261435.4054,144096.7555,13
394,478,전라남도 여수시 둔덕동 583번지,263448.8193,141207.2013,13
726,880,전라남도 여수시 주삼동 2번지,261435.4054,144096.7555,13
394,478,전라남도 여수시 둔덕동 583번지,263448.8193,141207.2013,13
105.79,128,전라남도 여수시 광무동 24번지,266537.5392,139503.3746,13
261.16,317,전라남도 여수시 연등동 304번지 1호,266582.0469,139140.2252,13
760.33,922,전라남도 여수시 연등동 323번지,266504.6405,139302.9972,13
806,977,전라남도 여수시 둔덕동 464번지 3호,264093.7466,140927.9414,13
3243,3931,전라남도 여수시 중앙동 384번지 10호,267374.9266,138119.3286,13
752,912,전라남도 여수시 학동 54번지,260145.2337,140950.9432,13
752,912,전라남도 여수시 학동 54번지,260145.2337,140950.9432,13
752,912,전라남도 여수시 학동 54번지,260145.2337,140950.9432,13
159,193,전라남도 여수시 여서동 243번지,264826.0583,139638.762,13
839,1017,전라남도 여수시 소호동 427번지,259190.5647,138226.4023,13
250,303,전라남도 여수시 소호동 427번지,259190.5647,138226.4023,13
666,807,전라남도 여수시 소호동 427번지,259190.5647,138226.4023,13
526.9,639,전라남도 여수시 돌산읍 1134번지 2호,269288.0841,135904.3487,13
585.7,710,전라남도 여수시 돌산읍 1134번지 2호,269288.0841,135904.3487,13
762.8,925,전라남도 여수시 돌산읍 1132번지 1호,269341.0691,135713.6727,13
409.3,496,전라남도 여수시 돌산읍 1046번지 1호,268426.0408,135975.1086,13
409.3,496,전라남도 여수시 돌산읍 1046번지 1호,268426.0408,135975.1086,13
526.9,639,전라남도 여수시 돌산읍 1046번지 1호,268426.0408,135975.1086,13
212,257,전라남도 여수시 서교동 905번지,266410.3662,138396.5317,13
316,383,전라남도 여수시 신월동 60번지,264699.4684,136518.1977,13
316,383,전라남도 여수시 신월동 60번지,264699.4684,136518.1977,13
825,1000,전라남도 여수시 문수동 8번지 8호,264965.8077,140034.0925,13
278,337,전라남도 여수시 문수동 640번지 1호,263736.4567,139728.8913,13
922,1118,전라남도 여수시 문수동 928번지,264384.8756,140145.2956,13
854,1035,전라남도 여수시 문수동 787번지,263506.4982,139554.2768,13
610,739,전라남도 여수시 문수동 724번지,263618.4042,139190.1267,13
989.6,1200,전라남도 여수시 문수동 480번지,263374.7176,139644.2348,13
398,482,전라남도 여수시 여서동 43번지 3호,265027.5392,139769.4266,13
534,647,전라남도 여수시 신월동 60번지,264699.4684,136518.1977,13
409,496,전라남도 여수시 신월동 60번지,264699.4684,136518.1977,13
398,482,전라남도 여수시 여서동 43번지 3호,265027.5392,139769.4266,13
398,482,전라남도 여수시 여서동 43번지 3호,265027.5392,139769.4266,13
245,297,전라남도 여수시 여서동 43번지 12호,265083.5566,139622.9842,13
245,297,전라남도 여수시 여서동 43번지 12호,265083.5566,139622.9842,13
793,961,전라남도 여수시 국동 800번지,265500.2653,137911.3573,13
289.8,351,전라남도 여수시 문수동 4번지 7호,265079.882,140074.8386,13
372,451,전라남도 여수시 문수동 450번지 1호,263314.5451,139816.9127,13
372,451,전라남도 여수시 문수동 450번지 1호,263314.5451,139816.9127,13
372,451,전라남도 여수시 문수동 450번지 1호,263314.5451,139816.9127,13
344,417,전라남도 여수시 문수동 310번지 1호,264247.4184,140082.3031,13
344,417,전라남도 여수시 문수동 310번지 1호,264247.4184,140082.3031,13
344,417,전라남도 여수시 문수동 310번지 1호,264247.4184,140082.3031,13
111,135,전라남도 여수시 여서동 370번지,264683.604,139398.7091,13
182,221,전라남도 여수시 신기동 137번지,261215.5296,140144.4731,13
769,932,전라남도 여수시 둔덕동 471번지 77호,263901.202,141022.8658,13
272,330,전라남도 여수시 둔덕동 648번지,263026.154,141069.6947,13
272,330,전라남도 여수시 둔덕동 648번지,263026.154,141069.6947,13
613,743,전라남도 여수시 신월동 60번지,264699.4684,136518.1977,13
409,496,전라남도 여수시 신월동 60번지,264699.4684,136518.1977,13
859,1041,전라남도 여수시 안산동 440번지,259775.3017,140355.85,13
850.04,1030,전라남도 여수시 공화동 625번지 1호,268117.9949,138953.7605,13
99.17,120,전라남도 여수시 오림동 390번지,265580.3855,140219.0245,13
105.79,128,전라남도 여수시 오림동 399번지 13호,265205.2512,140132.7961,13
360.33,437,전라남도 여수시 월하동 48번지 10호,260193.8148,146085.7596,13
740.5,898,전라남도 여수시 화치동 70번지 1호,259909.291,145097.0042,13
181.82,220,전라남도 여수시 적량동 1214번지 1호,264304.7922,151177.1609,13
99.17,120,전라남도 여수시 오림동 409번지 2호,265410.8669,139916.4531,13
99.17,120,전라남도 여수시 오림동 409번지 2호,265410.8669,139916.4531,13
221.49,268,전라남도 여수시 광무동 42번지 18호,266611.1754,138901.7751,13
1081,1310,전라남도 여수시 화치동 48번지,260124.6101,146759.0695,13
1845,2236,전라남도 여수시 소라면 1102번지,258044.098,141303.8308,13
1292,1566,전라남도 여수시 덕충동 2020번지,268036.5325,139996.6532,13
580,703,전라남도 여수시 신월동 60번지,264699.4684,136518.1977,13
99,120,전라남도 여수시 문수동 4번지 1호,265028.4883,140140.4137,13
707,857,전라남도 여수시 여서동 222번지,264859.084,139807.6372,13
278,337,전라남도 여수시 문수동 640번지 1호,263736.4567,139728.8913,13
205,248,전라남도 여수시 신기동 137번지,261215.5296,140144.4731,13
111,135,전라남도 여수시 여서동 241번지,264588.5438,139565.6885,13
135,164,전라남도 여수시 신기동 137번지,261215.5296,140144.4731,13
613,743,전라남도 여수시 신월동 60번지,264699.4684,136518.1977,13
613,743,전라남도 여수시 신월동 60번지,264699.4684,136518.1977,13
168,204,전라남도 여수시 신기동 140번지,261054.076,139956.1961,13
613,743,전라남도 여수시 신월동 60번지,264699.4684,136518.1977,13
394,478,전라남도 여수시 둔덕동 583번지,263448.8193,141207.2013,13
394,478,전라남도 여수시 둔덕동 583번지,263448.8193,141207.2013,13
3966,4807,전라남도 여수시 안산동 441번지 1호,259915.4347,140429.6151,13
398,482,전라남도 여수시 미평동 807번지,264058.1833,141598.9775,13
398,482,전라남도 여수시 미평동 807번지,264058.1833,141598.9775,13
1107,1342,전라남도 여수시 여서동 489번지 1호,263796.3475,139015.5629,13
337.19,409,전라남도 여수시 선원동 1256번지,259548.2315,141620.7692,13
726,880,전라남도 여수시 여서동 484번지,264438.1954,139204.0757,13
1570.26,1903,전라남도 여수시 선원동 54번지,260495.8351,141588.0813,13
482,584,전라남도 여수시 여서동 496번지 1호,264230.6254,139032.559,13
482,584,전라남도 여수시 여서동 496번지 1호,264230.6254,139032.559,13
482,584,전라남도 여수시 여서동 496번지 1호,264230.6254,139032.559,13
482,584,전라남도 여수시 여서동 496번지 1호,264230.6254,139032.559,13
512,621,전라남도 여수시 여서동 479번지,264214.7625,139233.3062,13
512,621,전라남도 여수시 여서동 479번지,264214.7625,139233.3062,13
512,621,전라남도 여수시 여서동 479번지,264214.7625,139233.3062,13
159,193,전라남도 여수시 여서동 243번지,264826.0583,139638.762,13
159,193,전라남도 여수시 여서동 243번지,264826.0583,139638.762,13
364,441,전라남도 여수시 국동 543번지,265776.5402,137279.4728,13
169,205,전라남도 여수시 안산동 28번지,259867.8023,140029.5364,13
272,330,전라남도 여수시 둔덕동 648번지,263026.154,141069.6947,13
272,330,전라남도 여수시 둔덕동 648번지,263026.154,141069.6947,13
272,330,전라남도 여수시 둔덕동 648번지,263026.154,141069.6947,13
455.04,552,전라남도 여수시 봉산동 484번지 1호,266236.0378,137878.3096,13
307.06,372,전라남도 여수시 남산동 379번지 1호,266986.6153,137667.0942,13
594,720,전라남도 여수시 학동 100번지,260555.8204,140428.5304,13
115,139,전라남도 여수시 율촌면 217번지 28호,252821.2932,153738.9039,13
931.64,1129,전라남도 여수시 문수동 480번지,263374.7176,139644.2348,13
540,655,전라남도 여수시 문수동 675번지 1호,263692.9732,139395.2962,13
752,912,전라남도 여수시 학동 54번지,260145.2337,140950.9432,13
1037,1257,전라남도 여수시 광무동 915번지 3호,266171.5584,139868.4775,13
123,149,전라남도 여수시 국동 1104번지,265102.8882,137033.6724,13
919,1114,전라남도 여수시 서교동 680번지,266484.3436,138141.3976,13
184,223,전라남도 여수시 덕충동 1731번지,267237.9724,139814.9549,13
264.46,321,전라남도 여수시 충무동 621번지 16호,266840.1733,138245.8713,13
576,698,전라남도 여수시 덕충동 1744번지 1호,267375.6943,139746.5535,13
1126,1365,전라남도 여수시 학동 238번지,261076.8883,140763.8438,13
66,80,전라남도 여수시 덕충동 1754번지,267463.055,139809.5269,13
842.7,1021,전라남도 여수시 문수동 450번지 1호,263314.5451,139816.9127,13
1021.49,1238,전라남도 여수시 선원동 1256번지,259548.2315,141620.7692,13
604.96,733,전라남도 여수시 선원동 1256번지,259548.2315,141620.7692,13
519.01,629,전라남도 여수시 선원동 1256번지,259548.2315,141620.7692,13
674.38,817,전라남도 여수시 선원동 135번지,259722.379,141218.3883,13
575.21,697,전라남도 여수시 선원동 53번지,260686.9948,141329.3318,13
555.37,673,전라남도 여수시 선원동 53번지,260686.9948,141329.3318,13
423.14,513,전라남도 여수시 화장동 740번지,259280.9361,141686.8366,13
793.39,962,전라남도 순천시 저전동 96번지 1호,243868.2373,161384.9884,13
165.29,200,전라남도 순천시 장천동 14번지 2호,244741.9443,161372.6688,13
396.7,481,전라남도 순천시 옥천동 60번지 1호,243628.2396,161434.4284,13
677.69,821,전라남도 순천시 장천동 44번지 1호,244704.1767,161432.4792,13
3041.34,3686,전라남도 순천시 연향동 1626번지 1호,248201.8802,160281.931,13
1758,2131,전라남도 순천시 행동 79번지 2호,244084.0196,161869.4809,13
1067.77,1294,전라남도 순천시 풍덕동 275번지,246282.9023,160250.6089,13
3305.8,4007,전라남도 순천시 조례동 1800번지,248699.5691,162360.4098,13
2644.64,3206,전라남도 순천시 조례동 1609번지,248106.0954,161884.6618,13
3305.8,4007,전라남도 순천시 조례동 1608번지,248216.1191,162046.7736,13
3404.97,4127,전라남도 순천시 연향동 1386번지,247558.3438,160696.2165,13
9315.74,11292,전라남도 순천시 연향동 1345번지,247539.0592,161225.4157,13
9646.32,11693,전라남도 순천시 연향동 1387번지,247344.0796,160696.8292,13
2975.22,3606,전라남도 순천시 연향동 1384번지 2호,247599.0364,161055.4928,13
7272.76,8815,전라남도 순천시 연향동 1384번지 3호,247547.6243,160909.2789,13
462.81,561,전라남도 순천시 옥천동 143번지 1호,243943.3511,161507.8201,13
4264.48,5169,전라남도 순천시 연향동 1515번지,248158.1714,160694.6648,13
661.16,801,전라남도 순천시 덕암동 188번지 45호,246306.1717,160875.5616,13
1652.9,2004,전라남도 순천시 용당동 570번지,244865.9506,163916.7382,13
4172,5057,전라남도 순천시 해룡면 691번지,248327.0064,160844.1966,13
9041,10959,전라남도 순천시 해룡면 1968번지,249755,159882,13
9722,11784,전라남도 순천시 해룡면 2003번지,249988,159449,13
9626,11668,전라남도 순천시 해룡면 2039번지,250113.8213,159081.1376,13
9000,10909,전라남도 순천시 오천동 952번지,245097.9284,159824.9895,13
9990,12109,전라남도 순천시 서면 1089번지,245541.7277,165306.2086,13
1652.9,2004,전라남도 순천시 조례동 1630번지,248437.8222,161553.6039,13
2214.89,2685,전라남도 순천시 조례동 1611번지,248313.5953,161814.0081,13
198.35,240,전라남도 순천시 조곡동 159번지 5호,245717.5019,160811.7032,13
429.75,521,전라남도 순천시 장천동 83번지 5호,244449.6737,161113.4862,13
495.87,601,전라남도 순천시 저전동 334번지 1호,243304.5172,161160.3375,13
330.58,401,전라남도 순천시 저전동 225번지 1호,244433.966,161572.3039,13
1900,2303,전라남도 순천시 해룡면 694번지,248591.0051,160818.5761,13
9630,11673,전라남도 순천시 오천동 952번지,245097.9284,159824.9895,13
157,190,전라남도 순천시 오천동 1086번지,244715.0851,159787.6153,13
9965,12079,전라남도 순천시 해룡면 927번지,248740,161550,13
2555,3097,전라남도 순천시 해룡면 660번지,248429.791,161394.4448,13
925.62,1122,전라남도 순천시 덕월동 653번지 2호,244470.9239,159153.4147,13
2809.93,3406,전라남도 순천시 조례동 1612번지,248349.4039,161720.2731,13
3305.8,4007,전라남도 순천시 조례동 840번지,247375.0309,162941.6299,13
3636.38,4408,전라남도 순천시 조례동 766번지,247410.7368,163957.8282,13
1983.48,2404,전라남도 순천시 조례동 544번지,247891.0802,162583.0594,13
4958.7,6011,전라남도 순천시 조례동 560번지,247663.1567,162658.0754,13
495.87,601,전라남도 순천시 덕암동 188번지 100호,245891.9447,160872.5727,13
429.75,521,전라남도 순천시 석현동 425번지,244013.2981,164123.8462,13
3305.8,4007,전라남도 순천시 조례동 1610번지,248269.2731,161927.6264,13
51369,62265,전라남도 순천시 용당동 748번지,245160.9967,163424.1804,13
773,937,전라남도 순천시 석현동 235번지,243490.2461,163918.4677,13
3252,3942,전라남도 순천시 가곡동 731번지 1호,243775.6192,165103.8373,13
873.13,1058,전라남도 순천시 가곡동 429번지,243874.6987,163678.4841,13
1361,1650,전라남도 순천시 덕월동 331번지,244549.4461,159078.1497,13
1029,1247,전라남도 순천시 덕월동 1번지 2호,245058.5661,158676.5325,13
625,758,전라남도 순천시 덕월동 217번지,244549.3882,158669.5526,13
4826.47,5850,전라남도 순천시 중앙동 57번지 7호,244166.647,162106.2587,13
1553.73,1883,전라남도 순천시 석현동 87번지,244167.1384,163484.067,13
314.05,381,전라남도 순천시 매곡동 144번지 2호,243960.3245,162125.1414,13
132.23,160,전라남도 순천시 인제동 101번지 6호,244164.7786,160938.5994,13
370.25,449,전라남도 순천시 연향동 1354번지,247142.3372,161179.3679,13
495.87,601,전라남도 순천시 조곡동 139번지 1호,245684.9247,160979.2032,13
683.22,828,전라남도 순천시 옥천동 189번지 1호,243500.1541,161473.735,13
691.14,838,전라남도 순천시 옥천동 187번지 1호,243531.8239,161426.1302,13
1983.48,2404,전라남도 순천시 조례동 505번지 3호,247747.5606,162185.1742,13
17295.95,20965,전라남도 순천시 생목동 59번지,246262.7185,161578.3431,13
641.33,777,전라남도 순천시 연향동 1400번지 1호,246976.7459,160594.4841,13
4628.12,5610,전라남도 순천시 연향동 1378번지,247338.8417,160901.4558,13
4403.33,5337,전라남도 순천시 연향동 1346번지,247330.6182,161220.162,13
4072.75,4937,전라남도 순천시 연향동 1344번지,247534.3381,161378.9657,13
9854.59,11945,전라남도 순천시 연향동 1347번지,247326.6766,161374.0613,13
6611.6,8014,전라남도 순천시 생목동 28번지 1호,245987.6154,161503.4837,13
561.99,681,전라남도 순천시 장천동 226번지 2호,244471.93,161577.2426,13
211.57,256,전라남도 순천시 남정동 335번지,244261.6796,160229.1961,13
6611.6,8014,전라남도 순천시 연향동 1514번지,248155.4145,160831.5583,13
1322.32,1603,전라남도 순천시 덕월동 653번지 2호,244470.9239,159153.4147,13
462.81,561,전라남도 순천시 동외동 51번지 9호,244591.387,161815.749,13
595.04,721,전라남도 순천시 장천동 57번지 3호,244169.7233,161485.3821,13
347.11,421,전라남도 순천시 장천동 53번지 1호,244444.2352,161407.2661,13
213.23,258,전라남도 순천시 장천동 83번지 8호,244390.2691,161182.2613,13
165.29,200,전라남도 순천시 승주읍 55번지,234086.3299,169088.4148,13
9917.4,12021,전라남도 순천시 조례동 766번지 NC백화점순천점,247410.7368,163957.8282,13
4958.7,6011,전라남도 순천시 조례동 1362번지,246787.9178,161878.508,13
747.11,906,전라남도 나주시 금성동 13번지 1호,174086.4289,170172.5917,13
9860,11952,전라남도 나주시 빛가람동 3번지 빛가람중흥에스-클래스리버티,180294.2372,170338.947,13
303,367,전라남도 나주시 삼영동 173번지 2호,173444.9297,167494.3897,13
561.99,681,전라남도 나주시 삼영동 63번지,173662.3278,167757.9587,13
132.23,160,전라남도 나주시 이창동 189번지 2호,173755.7137,166265.7076,13
1058,1282,전라남도 나주시 대호동 252번지 17호,174317.5284,172583.0441,13
532.23,645,전라남도 나주시 금성동 32번지,174058.4807,170035.7159,13
120,145,전라남도 나주시 죽림동 88번지,174795.0294,170116.1782,13
9740,11806,전라남도 나주시 빛가람동 114번지 빛가람 중흥S-CLASS센트럴 2차,180884.8255,169546.3976,13
9850,11939,전라남도 나주시 빛가람동 118번지 빛가람 중흥S-CLASS센트럴1차,180570.7866,169563.7842,13
2000,2424,전라남도 나주시 이창동 193번지 17호 나주사랑가,173602.6835,166191.168,13
99,120,전라남도 나주시 송월동 1090번지 1호,173761.5123,168820.5882,13
1768.6,2144,전라남도 나주시 대호동 75번지,174057.038,171212.9002,13
1058,1282,전라남도 나주시 중앙동 3번지 1호,174553.5151,170627.5574,13
264.46,321,전라남도 나주시 성북동 96번지,174310.1788,170749.1369,13
150,182,전라남도 나주시 금성동 60번지 10호,174094.909,169937.2766,13
119,144,전라남도 나주시 이창동 513번지 1호,173496.3674,166559.8184,13
3178,3852,전라남도 나주시 대호동 1020번지,174276.6543,171734.0644,13
745,903,전라남도 나주시 대호동 1036번지,174062.0312,171338.7664,13
838,1016,전라남도 나주시 남평읍 48번지 3호,185826.9778,171745.0968,13
104,126,전라남도 나주시 남평읍 63번지,185340.7739,171774.1325,13
303.32,368,전라남도 나주시 용산동 64번지 1호,174460.8138,166120.9895,13
3182,3857,전라남도 나주시 빛가람동 135번지,179771.1878,169825.3916,13
3038,3682,전라남도 나주시 빛가람동 624번지,180130.342,167791.2022,13
1777,2154,전라남도 나주시 빛가람동 850번지,181391.9063,168049.2114,13
2713,3288,전라남도 나주시 빛가람동 394번지,179689.2005,168555.2774,13
2793,3385,전라남도 나주시 빛가람동 325번지,181361.5199,168603.5328,13
214,259,전라남도 나주시 남평읍 11번지,185595.8525,171822.1584,13
1562,1893,전라남도 나주시 죽림동 39번지,174884.8656,170398.104,13
898,1088,전라남도 나주시 남평읍 377번지 1호,184814.133,169672.1065,13
3140.51,3807,전라남도 나주시 용산동 344번지,174507.1322,165942.4083,13
598.35,725,전라남도 나주시 대호동 307번지 5호,174660.4696,172539.2083,13
704,853,전라남도 나주시 송월동 1100번지,173557.0754,168597.5788,13
112.4,136,전라남도 나주시 금계동 104번지 22호,173934.3172,170068.9343,13
1587,1924,전라남도 나주시 송월동 660번지,173823.2619,169850.9268,13
3612,4378,전라남도 나주시 송월동 1122번지,173811.6016,169547.2469,13
198.35,240,전라남도 나주시 송월동 786번지,173854.5647,169184.0725,13
165,200,전라남도 나주시 송월동 1093번지 7호,173636.932,168652.236,13
200,242,전라남도 나주시 동수동 385번지 5호,171570.5282,165213.753,13
330,400,전라남도 나주시 이창동 185번지 6호,173754.8962,166097.5121,13
330.58,401,전라남도 나주시 용산동 51번지 1호,174645.3325,166138.537,13
439.67,533,전라남도 나주시 운곡동 80번지,172455.2313,164753.6258,13
9110,11042,전라남도 나주시 빛가람동 821번지 빛가람 LH5단지 아파트,181095.1305,168194.1491,13
9960,12073,전라남도 나주시 빛가람동 600번지 대광로제비앙,180305.2707,168007.8813,13
301,365,전라남도 나주시 금계동 15번지 1호,174060.6906,170375.2888,13
2142,2596,전라남도 광양시 중동 1696번지 4호,263553.1599,161072.0033,13
15374,18635,전라남도 광양시 마동 1055번지,262886.3264,161806.841,13
3117,3778,전라남도 광양시 마동 1019번지,262694.3967,162049.2251,13
661.16,801,전라남도 광양시 금호동 624번지 11호,265751.9455,159765.9077,13
1322.32,1603,전라남도 광양시 광양읍 1725번지,252601.8716,163092.3003,13
218.18,264,전라남도 광양시 광양읍 1755번지 1호,251510.251,163501.4676,13
1355.38,1643,전라남도 광양시 광양읍 137번지 2호,253313.1165,165183.6226,13
572.04,693,전라남도 광양시 광영동 755번지 2호,265356.4713,163285.1616,13
340.88,413,전라남도 광양시 광영동 755번지 2호,265356.4713,163285.1616,13
511.32,620,전라남도 광양시 광영동 755번지 2호,265356.4713,163285.1616,13
572.04,693,전라남도 광양시 광영동 755번지 2호,265356.4713,163285.1616,13
904.68,1097,전라남도 광양시 광영동 757번지 1호,265482.1167,163355.8353,13
1296,1571,전라남도 광양시 광영동 789번지 3호,265739.557,162830.8901,13
680.99,825,전라남도 광양시 광영동 755번지 2호,265356.4713,163285.1616,13
381.36,462,전라남도 광양시 광영동 755번지 2호,265356.4713,163285.1616,13
572.64,694,전라남도 광양시 광영동 755번지 2호,265356.4713,163285.1616,13
572.04,693,전라남도 광양시 광영동 755번지 2호,265356.4713,163285.1616,13
317.85,385,전라남도 광양시 광영동 775번지 4호,265690.2899,163075.6134,13
572.04,693,전라남도 광양시 광영동 755번지 2호,265356.4713,163285.1616,13
6749,8181,전라남도 광양시 광영동 846번지,264984.8177,163083.1532,13
409.92,497,전라남도 광양시 광양읍 253번지,253437.3691,164343.1917,13
945.46,1146,전라남도 광양시 금호동 716번지,266789.9093,160414.2487,13
294.22,357,전라남도 광양시 금호동 696번지,266350.0622,159991.3033,13
97,118,전라남도 광양시 옥곡면 1356번지,263828.4562,165853.7893,13
148.61,180,전라남도 광양시 광영동 764번지 9호,265457.2835,162992.8425,13
32530,39430,전라남도 광양시 중동 1666번지 2호,262941.0926,159656.7986,13
5040,6109,전라남도 광양시 마동 1046번지,263062.4335,161899.3137,13
13903,16852,전라남도 광양시 마동 1031번지,263128.7335,162127.5803,13
25139,30472,전라남도 광양시 중동 1666번지 2호,262941.0926,159656.7986,13
1216.53,1475,전라남도 광양시 광양읍 524번지 7호,253104.4702,163857.5129,13
995.05,1206,전라남도 광양시 광양읍 952번지,252728.4569,163779.9294,13
132.23,160,전라남도 광양시 금호동 826번지,265544.2628,160295.2099,13
165.29,200,전라남도 광양시 금호동 825번지,265717.0587,160184.0094,13
462.81,561,전라남도 광양시 금호동 624번지 1호,265967.7733,159663.7655,13
132.23,160,전라남도 광양시 금호동 704번지,266570.5157,159831.3887,13
198.35,240,전라남도 광양시 금호동 684번지,266468.1261,160443.3763,13
165.29,200,전라남도 광양시 금호동 728번지,266719.9381,160719.971,13
462.81,561,전라남도 광양시 금호동 724번지,266959.618,160679.6546,13
381.36,462,전라남도 광양시 광영동 755번지 2호,265356.4713,163285.1616,13
231.41,280,전라남도 광양시 금호동 704번지,266570.5157,159831.3887,13
1024.8,1242,전라남도 광양시 금호동 624번지 4호,266159.0791,159545.0481,13
1047,1269,전라남도 광양시 중동 1663번지,262976.8484,159779.3915,13
3100,3758,전라남도 광양시 중동 1313번지,263505.212,160398.5421,13
211.75,257,전라남도 광양시 광영동 794번지 6호,265907.7499,162917.0441,13
961.99,1166,전라남도 광양시 광양읍 456번지,253323.973,163585.6785,13
201.65,244,전라남도 광양시 광양읍 724번지,253942.9286,163912.9531,13
188.43,228,전라남도 광양시 광양읍 70번지,253165.1631,164801.825,13
10832,13130,전라남도 광양시 광양읍 893번지,255663.0347,163979.5687,13
4651,5638,전라남도 광양시 광양읍 892번지,255536.3275,164146.155,13
6581.85,7978,전라남도 광양시 광양읍 1755번지 1호,251510.251,163501.4676,13
330.58,401,전라남도 광양시 금호동 624번지 13호,265434.2445,159725.2062,13
165.29,200,전라남도 광양시 금호동 624번지 7호,265737.6813,159961.5806,13
1833,2222,전라남도 광양시 광양읍 412번지 1호,253816.6996,163670.4124,13
8118,9840,전라남도 광양시 중동 1682번지,263488.2358,159764.0004,13
2196,2662,전라남도 광양시 중동 1691번지,263293.9825,159409.2658,13
132.23,160,전라남도 광양시 금호동 704번지,266570.5157,159831.3887,13
330.58,401,전라남도 광양시 금호동 704번지,266570.5157,159831.3887,13
132.23,160,전라남도 광양시 금호동 704번지,266570.5157,159831.3887,13
198.35,240,전라남도 광양시 금호동 717번지,266861.199,160119.7838,13
462.81,561,전라남도 광양시 금호동 715번지,266576.5047,160225.3735,13
17126,20759,전라남도 광양시 중동 1686번지,263574.9209,159548.3955,13
4280,5188,전라남도 광양시 중동 1655번지,263279.3274,160004.2205,13
869.43,1054,전라남도 광양시 금호동 704번지,266570.5157,159831.3887,13
211.57,256,전라남도 광양시 금호동 703번지,266831.7579,159736.3257,13
366.94,445,전라남도 광양시 금호동 697번지,266474.9905,159634.9573,13
572.04,693,전라남도 광양시 광영동 755번지 2호,265356.4713,163285.1616,13
3224,3908,전라남도 광양시 중동 1418번지,262939.3093,160937.8519,13
100,121,전라남도 광양시 광양읍 946번지,252982.0292,163974.6931,13
9344,11326,전라남도 광양시 광양읍 850번지 1호,252487.0722,164168.9944,13
218.6,265,전라남도 광양시 광영동 800번지 3호,265810.0632,162825.3293,13
608.8,738,전라남도 광양시 광영동 692번지 4호,265840.2349,162529.7533,13
1184,1435,전라남도 담양군 담양읍 53번지,199206.9343,203596.7814,13
323.97,393,전라남도 담양군 담양읍 305번지,197523.6918,202088.5795,13
362,439,전라남도 담양군 담양읍 112번지 6호,198614.7339,201877.1753,13
